token,isin,return_option,schemeName,schemePlan,schemeCode,NAV,ChangeInNAV,ChangeInNAVPer,min_investment,div_frequency,NavDate
44427,INF0QA701706,Dividend - Reinvest,Bajaj Finserv Balanced Advantage Fund - Reg (IDCW),Regular,BJBFRD-DR,10.564,-0.12,-1.09,500.00,,11th February 2025
44428,INF0QA701656,Growth,Bajaj Finserv Balanced Advantage Fund - Dir (G),Direct,BJBFDG-GR,10.758,-0.11,-1.03,500.00,,11th February 2025
44429,INF0QA701664,Dividend - Payout,Bajaj Finserv Balanced Advantage Fund - Dir (IDCW),Direct,BJBFDD-DP,10.758,-0.11,-1.03,500.00,,11th February 2025
44429,INF0QA701672,Dividend - Reinvest,Bajaj Finserv Balanced Advantage Fund - Dir (IDCW),Direct,BJBFDD-DR,10.758,-0.11,-1.03,500.00,,11th February 2025
44430,INF090I01WT9,Dividend - Payout,Franklin India Money Market Fund (IDCW-W),Regular,FR974P-DP,10.0219,0.00,0.02,10000.00,WEEKLY,11th February 2025
44430,INF090I01WU7,Dividend - Reinvest,Franklin India Money Market Fund (IDCW-W),Regular,FR974-DR,10.0219,0.00,0.02,10000.00,WEEKLY,11th February 2025
44431,INF090I01WV5,Dividend - Payout,Franklin India Money Market Fund - Direct (IDCW-W),Direct,FR975P-DP,10.0267,0.01,0.07,10000.00,WEEKLY,11th February 2025
44431,INF090I01WW3,Dividend - Reinvest,Franklin India Money Market Fund - Direct (IDCW-W),Direct,FR975-DR,10.0267,0.01,0.07,10000.00,WEEKLY,11th February 2025
44432,INF740KA1TN0,Growth,DSP Banking & Financial Services Fund - Reg (G),Regular,DS651-GR,11.387,-0.22,-1.92,100.00,,11th February 2025
44433,INF740KA1TO8,Dividend - Payout,DSP Banking & Financial Services Fund - Reg (IDCW),Regular,DS652-DP,11.387,-0.22,-1.92,100.00,,11th February 2025
44433,INF740KA1TP5,Dividend - Reinvest,DSP Banking & Financial Services Fund - Reg (IDCW),Regular,DS653-DR,11.387,-0.22,-1.92,100.00,,11th February 2025
44434,INF740KA1TQ3,Growth,DSP Banking & Financial Services Fund - Dir (G),Direct,DS902-GR,11.592,-0.23,-1.93,100.00,,11th February 2025
44435,INF740KA1TR1,Dividend - Payout,DSP Banking & Financial Services Fund - Dir (IDCW),Direct,DS903-DP,11.592,-0.23,-1.93,100.00,,11th February 2025
44435,INF740KA1TS9,Dividend - Reinvest,DSP Banking & Financial Services Fund - Dir (IDCW),Direct,DS904-DR,11.592,-0.23,-1.93,100.00,,11th February 2025
44436,INF174KA1PW4,Growth,Kotak Healthcare Fund - Regular (G),Regular,KO1205-GR,12.725,-0.37,-2.79,100.00,,11th February 2025
44437,INF174KA1PX2,Dividend - Payout,Kotak Healthcare Fund - Regular (IDCW),Regular,KO120P6-DP,12.729,-0.37,-2.83,100.00,,11th February 2025
44437,INF174KA1PY0,Dividend - Reinvest,Kotak Healthcare Fund - Regular (IDCW),Regular,KO1206-DR,12.729,-0.37,-2.83,100.00,,11th February 2025
44438,INF174KA1PZ7,Growth,Kotak Healthcare Fund - Direct (G),Direct,KO1205D-GR,12.976,-0.37,-2.80,100.00,,11th February 2025
44439,INF174KA1QA8,Dividend - Payout,Kotak Healthcare Fund - Direct (IDCW),Direct,KO120D6-DP,12.975,-0.38,-2.81,100.00,,11th February 2025
44439,INF174KA1QB6,Dividend - Reinvest,Kotak Healthcare Fund - Direct (IDCW),Direct,KO1206D-DR,12.975,-0.38,-2.81,100.00,,11th February 2025
44440,INF754K01SF3,Growth,Edelweiss Silver ETF,Regular,EDSERG-GR,95.6045,-1.35,-1.39,5000.00,,11th February 2025
44440,INF754K01SF3,Growth,Edelweiss Silver ETF,Regular,EDSERGD-GR,95.6045,-1.35,-1.39,5000.00,,11th February 2025
44455,INF251K01SU9,Growth,Baroda BNP Paribas Gold ETF,Regular,BPGERG-GR,83.7046,-0.29,-0.34,5000.00,,11th February 2025
44455,INF251K01SU9,Growth,Baroda BNP Paribas Gold ETF,Regular,BPGERGD-GR,83.7046,-0.29,-0.34,5000.00,,11th February 2025
44456,INF03VN01837,Growth,WhiteOak Capital Large & Mid Cap Fund - Regular (G,Regular,YE108G-GR,11.553,-0.26,-2.18,500.00,,11th February 2025
44457,INF03VN01845,Growth,WhiteOak Capital Large & Mid Cap Fund - Direct (G),Direct,YED108G-GR,11.78,-0.26,-2.16,500.00,,11th February 2025
44458,INF247L01BV9,Growth,Motilal Oswal Small Cap Fund - Regular (G),Regular,MOSCGP-GR,12.6209,-0.38,-2.92,500.00,,11th February 2025
44459,INF247L01BW7,Dividend - Payout,Motilal Oswal Small Cap Fund - Regular (IDCW),Regular,MOSCDP-DP,12.6211,-0.38,-2.91,500.00,,11th February 2025
44459,INF247L01BX5,Dividend - Reinvest,Motilal Oswal Small Cap Fund - Regular (IDCW),Regular,MOSCDP-DR,12.6211,-0.38,-2.91,500.00,,11th February 2025
44460,INF247L01BY3,Growth,Motilal Oswal Small Cap Fund - Direct (G),Direct,MOSCGD-GR,12.8325,-0.38,-2.86,500.00,,11th February 2025
44461,INF247L01BZ0,Dividend - Payout,Motilal Oswal Small Cap Fund - Direct (IDCW),Direct,MOSCPD-DP,12.8325,-0.38,-2.86,500.00,,11th February 2025
44461,INF247L01CA1,Dividend - Reinvest,Motilal Oswal Small Cap Fund - Direct (IDCW),Direct,MOSCPD-DR,12.8325,-0.38,-2.86,500.00,,11th February 2025
44462,INF846K013T8,Growth,Axis US Treasury Dynamic Bond ETF Fund of Fund - R,Regular,AXUFGP-GR,10.6297,0.02,0.19,500.00,,10th February 2025
44463,INF846K014T6,Dividend - Payout,Axis US Treasury Dynamic Bond ETF Fund of Fund - R,Regular,AXUFDP-DP,10.6297,0.02,0.19,500.00,,10th February 2025
44463,INF846K016T1,Dividend - Reinvest,Axis US Treasury Dynamic Bond ETF Fund of Fund - R,Regular,AXUFDP-DR,10.6297,0.02,0.19,500.00,,10th February 2025
44464,INF846K017T9,Growth,Axis US Treasury Dynamic Bond ETF Fund of Fund - D,Direct,AXUFDG-GR,10.6357,0.02,0.15,500.00,,10th February 2025
44465,INF846K018T7,Dividend - Payout,Axis US Treasury Dynamic Bond ETF Fund of Fund - D,Direct,AXUFD1-DP,10.6346,0.02,0.23,500.00,,10th February 2025
44465,INF846K019T5,Dividend - Reinvest,Axis US Treasury Dynamic Bond ETF Fund of Fund - D,Direct,AXUFD1-DR,10.6346,0.02,0.23,500.00,,10th February 2025
44466,INF740KA1TT7,Growth,DSP Nifty Smallcap250 Quality 50 Index Fund-Reg (G,Regular,DS654-GR,10.6547,-0.32,-2.87,100.00,,11th February 2025
44467,INF740KA1TU5,Dividend - Payout,DSP Nifty Smallcap250 Quality 50 Index Fund-Reg (I,Regular,DS655-DP,10.0764,-0.29,-2.83,100.00,,11th February 2025
44467,INF740KA1TV3,Dividend - Reinvest,DSP Nifty Smallcap250 Quality 50 Index Fund-Reg (I,Regular,DS656-DR,10.0764,-0.29,-2.83,100.00,,11th February 2025
44468,INF740KA1TW1,Growth,DSP Nifty Smallcap250 Quality 50 Index Fund-Dir (G,Direct,DS905-GR,10.7398,-0.32,-2.90,100.00,,11th February 2025
44469,INF740KA1TX9,Dividend - Payout,DSP Nifty Smallcap250 Quality 50 Index Fund-Dir (I,Direct,DS906-DP,10.7398,-0.32,-2.90,100.00,,11th February 2025
44469,INF740KA1TY7,Dividend - Reinvest,DSP Nifty Smallcap250 Quality 50 Index Fund-Dir (I,Direct,DS907-DR,10.7398,-0.32,-2.90,100.00,,11th February 2025
44478,INF666M01HP7,Growth,Groww Banking & Financial Services Fund-Reg (G),Regular,INBSGP-GR,9.9372,-0.21,-2.10,500.00,,11th February 2025
44479,INF666M01HQ5,Dividend - Payout,Groww Banking & Financial Services Fund-Reg (IDCW),Regular,INBSDP-DP,9.9372,-0.21,-2.10,500.00,,11th February 2025
44479,INF666M01HR3,Dividend - Reinvest,Groww Banking & Financial Services Fund-Reg (IDCW),Regular,INBSDP-DR,9.9372,-0.21,-2.10,500.00,,11th February 2025
44480,INF666M01HS1,Growth,Groww Banking & Financial Services Fund-Dir (G),Direct,INBSG1-GR,10.1351,-0.21,-2.08,500.00,,11th February 2025
44481,INF666M01HT9,Dividend - Payout,Groww Banking & Financial Services Fund-Dir (IDCW),Direct,INBSD1-DP,10.1344,-0.22,-2.08,500.00,,11th February 2025
44481,INF666M01HU7,Dividend - Reinvest,Groww Banking & Financial Services Fund-Dir (IDCW),Direct,INBSD1-DR,10.1344,-0.22,-2.08,500.00,,11th February 2025
44482,INF966L01DC0,Growth,Quant Commodities Fund - Regular (G),Regular,QUCOGP-GR,11.9855,-0.31,-2.56,5000.00,,11th February 2025
44483,INF966L01DD8,Dividend - Payout,Quant Commodities Fund - Regular (IDCW),Regular,QUCODP-DP,11.9837,-0.32,-2.57,5000.00,,11th February 2025
44483,INF966L01DE6,Dividend - Reinvest,Quant Commodities Fund - Regular (IDCW),Regular,QUCODP-DR,11.9837,-0.32,-2.57,5000.00,,11th February 2025
44484,INF966L01DF3,Growth,Quant Commodities Fund - Direct (G),Direct,QUCODG-GR,12.1993,-0.32,-2.56,5000.00,,11th February 2025
44485,INF966L01DG1,Dividend - Payout,Quant Commodities Fund - Direct (IDCW),Direct,QUCOD1-DP,12.1961,-0.31,-2.51,5000.00,,11th February 2025
44485,INF966L01DH9,Dividend - Reinvest,Quant Commodities Fund - Direct (IDCW),Direct,QUCOD1-DR,12.1961,-0.31,-2.51,5000.00,,11th February 2025
44490,INF194KB1HD6,Growth,Bandhan Nifty Smallcap 250 Index Fund - Reg (G),Regular,ID389-GR,10.915,-0.39,-3.41,1000.00,,11th February 2025
44491,INF194KB1HE4,Dividend - Payout,Bandhan Nifty Smallcap 250 Index Fund - Reg (IDCW),Regular,ID390-DP,10.9155,-0.38,-3.40,1000.00,,11th February 2025
44491,INF194KB1HF1,Dividend - Reinvest,Bandhan Nifty Smallcap 250 Index Fund - Reg (IDCW),Regular,ID390R-DR,10.9155,-0.38,-3.40,1000.00,,11th February 2025
44492,INF194KB1HG9,Growth,Bandhan Nifty Smallcap 250 Index Fund - Dir (G),Direct,IDD389-GR,11.002,-0.39,-3.41,1000.00,,11th February 2025
44493,INF194KB1HH7,Dividend - Payout,Bandhan Nifty Smallcap 250 Index Fund - Dir (IDCW),Direct,IDD390-DP,11.002,-0.39,-3.41,1000.00,,11th February 2025
44493,INF194KB1HI5,Dividend - Reinvest,Bandhan Nifty Smallcap 250 Index Fund - Dir (IDCW),Direct,IDD390R-DR,11.002,-0.39,-3.41,1000.00,,11th February 2025
44495,INF209KB17Y1,Growth,Aditya Birla SL Crisil IBX Gilt April 2033 Index F,Regular,BS126B-GR,11.0469,0.01,0.06,1000.00,,11th February 2025
44496,INF209KB18Y9,Dividend - Payout,Aditya Birla SL Crisil IBX Gilt April 2033 Index F,Regular,BS126A-DP,11.0469,0.01,0.06,1000.00,,11th February 2025
44497,INF209KB19Y7,Growth,Aditya Birla SL Crisil IBX Gilt April 2033 Index F,Direct,BS126Y-GR,11.0788,0.01,0.08,1000.00,,11th February 2025
44498,INF209KB10Z3,Dividend - Payout,Aditya Birla SL Crisil IBX Gilt April 2033 Index F,Direct,BS126X-DP,11.0786,0.01,0.08,1000.00,,11th February 2025
44507,INF251K01SV7,Growth,Baroda BNP Paribas NIFTY 50 Index Fund - Reg (G),Regular,BPNFRG-GR,10.6926,-0.15,-1.36,5000.00,,11th February 2025
44508,INF251K01SW5,Dividend - Payout,Baroda BNP Paribas NIFTY 50 Index Fund - Reg (IDCW,Regular,BPNFRD-DP,10.6926,-0.15,-1.36,5000.00,,11th February 2025
44508,INF251K01SX3,Dividend - Reinvest,Baroda BNP Paribas NIFTY 50 Index Fund - Reg (IDCW,Regular,BPNFRD-DR,10.6926,-0.15,-1.36,5000.00,,11th February 2025
44509,INF251K01SY1,Growth,Baroda BNP Paribas NIFTY 50 Index Fund - Dir (G),Direct,BPNFDG-GR,10.7366,-0.14,-1.32,5000.00,,11th February 2025
44510,INF251K01SZ8,Dividend - Payout,Baroda BNP Paribas NIFTY 50 Index Fund - Dir (IDCW,Direct,BPNFDD-DP,10.7366,-0.14,-1.32,5000.00,,11th February 2025
44510,INF251K01TA9,Dividend - Reinvest,Baroda BNP Paribas NIFTY 50 Index Fund - Dir (IDCW,Direct,BPNFDD-DR,10.7366,-0.14,-1.32,5000.00,,11th February 2025
44511,INF740KA1TZ4,Growth,DSP Multicap Fund - Regular (G),Regular,DS657-GR,10.748,-0.29,-2.64,100.00,,11th February 2025
44512,INF740KA1UA5,Dividend - Payout,DSP Multicap Fund - Regular (IDCW),Regular,DS658-DP,10.748,-0.29,-2.64,100.00,,11th February 2025
44512,INF740KA1UB3,Dividend - Reinvest,DSP Multicap Fund - Regular (IDCW),Regular,DS659-DR,10.748,-0.29,-2.64,100.00,,11th February 2025
44513,INF740KA1UC1,Growth,DSP Multicap Fund - Direct (G),Direct,DS908-GR,10.921,-0.29,-2.58,100.00,,11th February 2025
44514,INF740KA1UD9,Dividend - Payout,DSP Multicap Fund - Direct (IDCW),Direct,DS909-DP,10.921,-0.29,-2.58,100.00,,11th February 2025
44514,INF740KA1UE7,Dividend - Reinvest,DSP Multicap Fund - Direct (IDCW),Direct,DS910-DR,10.921,-0.29,-2.58,100.00,,11th February 2025
44523,INF740KA1UF4,Growth,DSP Nifty Healthcare ETF,Regular,DS660-GR,136.2028,-3.48,-2.49,5000.00,,11th February 2025
44523,INF740KA1UF4,Growth,DSP Nifty Healthcare ETF,Regular,DS660D-GR,136.2028,-3.48,-2.49,5000.00,,11th February 2025
44524,INF769K01KW3,Growth,Mirae Asset Multi Asset Allocation Fund-Reg (G),Regular,MAMARG-GR,11.091,-0.13,-1.15,5000.00,,11th February 2025
44525,INF769K01KX1,Dividend - Payout,Mirae Asset Multi Asset Allocation Fund-Reg (IDCW),Regular,MAMARD-DP,11.089,-0.13,-1.17,5000.00,,11th February 2025
44525,INF769K01KY9,Dividend - Reinvest,Mirae Asset Multi Asset Allocation Fund-Reg (IDCW),Regular,MAMARD-DR,11.089,-0.13,-1.17,5000.00,,11th February 2025
44526,INF769K01KZ6,Growth,Mirae Asset Multi Asset Allocation Fund-Dir (G),Direct,MAMAD1-GR,11.279,-0.13,-1.15,5000.00,,11th February 2025
44527,INF769K01LA7,Dividend - Payout,Mirae Asset Multi Asset Allocation Fund-Dir (IDCW),Direct,MAMAD2-DP,11.279,-0.13,-1.15,5000.00,,11th February 2025
44527,INF769K01LB5,Dividend - Reinvest,Mirae Asset Multi Asset Allocation Fund-Dir (IDCW),Direct,MAMAD2-DR,11.279,-0.13,-1.15,5000.00,,11th February 2025
44528,INF277KA1976,Growth,Tata Gold ETF,Regular,TAGDETF-GR,8.3454,-0.02,-0.29,100.00,,11th February 2025
44528,INF277KA1976,Growth,Tata Gold ETF,Regular,TAGDETFD-GR,8.3454,-0.02,-0.29,100.00,,11th February 2025
44529,INF277KA1984,Growth,Tata Silver ETF,Regular,TASRETF-GR,9.2504,-0.15,-1.59,100.00,,11th February 2025
44529,INF277KA1984,Growth,Tata Silver ETF,Regular,TASRETFD-GR,9.2504,-0.15,-1.59,100.00,,11th February 2025
44530,INF277KA1901,Growth,Tata Gold ETF Fund of Fund - Regular (G),Regular,TAGOG-GR,13.4326,-0.07,-0.50,5000.00,,11th February 2025
44531,INF277KA1851,Dividend - Payout,Tata Gold ETF Fund of Fund - Regular (IDCW),Regular,TAGODP-DP,13.4326,-0.07,-0.50,5000.00,,11th February 2025
44532,INF277KA1919,Dividend - Reinvest,Tata Gold ETF Fund of Fund - Regular (IDCW) RI,Regular,TAGOD-DR,13.4326,-0.07,-0.50,5000.00,,11th February 2025
44533,INF277KA1869,Growth,Tata Gold ETF Fund of Fund - Direct (G),Direct,TAGOGZ-GR,13.5247,-0.07,-0.48,5000.00,,11th February 2025
44534,INF277KA1885,Dividend - Payout,Tata Gold ETF Fund of Fund - Direct (IDCW),Direct,TAGODPZ-DP,13.5247,-0.07,-0.48,5000.00,,11th February 2025
44535,INF277KA1877,Dividend - Reinvest,Tata Gold ETF Fund of Fund - Direct (IDCW) RI,Direct,TAGODZ-DR,13.5247,-0.07,-0.48,5000.00,,11th February 2025
44536,INF277KA1893,Growth,Tata Silver ETF Fund of Fund - Regular (G),Regular,TASLG-GR,12.8243,-0.17,-1.28,5000.00,,11th February 2025
44537,INF277KA1935,Dividend - Payout,Tata Silver ETF Fund of Fund - Regular (IDCW),Regular,TASLDP-DP,12.8243,-0.17,-1.28,5000.00,,11th February 2025
44538,INF277KA1927,Dividend - Reinvest,Tata Silver ETF Fund of Fund - Regular (IDCW) RI,Regular,TASLD-DR,12.8243,-0.17,-1.28,5000.00,,11th February 2025
44539,INF277KA1943,Growth,Tata Silver ETF Fund of Fund - Direct (G),Direct,TASLGZ-GR,12.8912,-0.17,-1.29,5000.00,,11th February 2025
44540,INF277KA1968,Dividend - Payout,Tata Silver ETF Fund of Fund - Direct (IDCW),Direct,TASLDPZ-DP,12.8912,-0.17,-1.29,5000.00,,11th February 2025
44541,INF277KA1950,Dividend - Reinvest,Tata Silver ETF Fund of Fund - Direct (IDCW) RI,Direct,TASLDZ-DR,12.8912,-0.17,-1.29,5000.00,,11th February 2025
44546,INF194KB1HJ3,Growth,Bandhan Multi Asset Allocation Fund - Reg (G),Regular,ID391-GR,11.2834,-0.21,-1.80,1000.00,,11th February 2025
44547,INF194KB1HK1,Dividend - Payout,Bandhan Multi Asset Allocation Fund - Reg (IDCW),Regular,ID392-DP,11.2834,-0.21,-1.80,1000.00,,11th February 2025
44547,INF194KB1HL9,Dividend - Reinvest,Bandhan Multi Asset Allocation Fund - Reg (IDCW),Regular,ID392R-DR,11.2834,-0.21,-1.80,1000.00,,11th February 2025
44548,INF194KB1HM7,Growth,Bandhan Multi Asset Allocation Fund - Dir (G),Direct,IDD391-GR,11.4722,-0.21,-1.78,1000.00,,11th February 2025
44549,INF194KB1HN5,Dividend - Payout,Bandhan Multi Asset Allocation Fund - Dir (IDCW),Direct,IDD392-DP,11.4722,-0.21,-1.78,1000.00,,11th February 2025
44549,INF194KB1HO3,Dividend - Reinvest,Bandhan Multi Asset Allocation Fund - Dir (IDCW),Direct,IDD392R-DR,11.4722,-0.21,-1.78,1000.00,,11th February 2025
44550,INF0R8F01034,Growth,Zerodha Nifty 1D Rate Liquid ETF,Regular,ZEZLIQD-GR,106.9739,0.01,0.01,500.00,,11th February 2025
44551,INF03VN01852,Growth,WhiteOak Capital Banking & Financial Services Fund,Regular,YE109G-GR,10.7,-0.17,-1.56,500.00,,11th February 2025
44552,INF03VN01860,Growth,WhiteOak Capital Banking & Financial Services Fund,Direct,YED109G-GR,10.89,-0.18,-1.63,500.00,,11th February 2025
44553,INF903JA1LH5,Growth,Sundaram Multi Asset Allocation Fund-Reg (G),Regular,SUMUGP-GR,11.2228,-0.13,-1.12,100.00,,11th February 2025
44554,INF903JA1LI3,Dividend - Payout,Sundaram Multi Asset Allocation Fund-Reg (IDCW),Regular,SUMUDP-DP,11.2228,-0.13,-1.12,100.00,,11th February 2025
44555,INF903JA1LJ1,Dividend - Reinvest,Sundaram Multi Asset Allocation Fund-Reg (IDCW) RI,Regular,SUMUDP-DR,11.2228,-0.13,-1.12,100.00,,11th February 2025
44556,INF903JA1LK9,Growth,Sundaram Multi Asset Allocation Fund-Dir (G),Direct,SUMUDG-GR,11.4236,-0.14,-1.18,100.00,,11th February 2025
44557,INF903JA1LL7,Dividend - Payout,Sundaram Multi Asset Allocation Fund-Dir (IDCW),Direct,SUMUD1-DP,11.4236,-0.14,-1.18,100.00,,11th February 2025
44558,INF903JA1LM5,Dividend - Reinvest,Sundaram Multi Asset Allocation Fund-Dir (IDCW) RI,Direct,SUMUD1-DR,11.4236,-0.14,-1.18,100.00,,11th February 2025
44559,INF0S5R01034,Growth,Old Bridge Focused Equity Fund - Regular (G),Regular,OBFEGP-GR,10.89,-0.25,-2.24,5000.00,,11th February 2025
44560,INF0S5R01018,Dividend - Payout,Old Bridge Focused Equity Fund - Regular (IDCW),Regular,OBFEDP-DP,10.89,-0.25,-2.24,5000.00,,11th February 2025
44560,INF0S5R01026,Dividend - Reinvest,Old Bridge Focused Equity Fund - Regular (IDCW),Regular,OBFEDP-DR,10.89,-0.25,-2.24,5000.00,,11th February 2025
44561,INF0S5R01042,Growth,Old Bridge Focused Equity Fund - Direct (G),Direct,OBFED1-GR,11.01,-0.26,-2.31,5000.00,,11th February 2025
44562,INF0S5R01059,Dividend - Payout,Old Bridge Focused Equity Fund - Direct (IDCW),Direct,OBFED2-DP,11.01,-0.26,-2.31,5000.00,,11th February 2025
44562,INF0S5R01067,Dividend - Reinvest,Old Bridge Focused Equity Fund - Direct (IDCW),Direct,OBFED2-DR,11.01,-0.26,-2.31,5000.00,,11th February 2025
44571,INF966L01DI7,Growth,Quant Consumption Fund - Regular (G),Regular,QUCNGP-GR,9.7764,-0.20,-2.04,5000.00,,11th February 2025
44572,INF966L01DL1,Dividend - Payout,Quant Consumption Fund - Regular (IDCW),Regular,QUCNDP-DP,9.7802,-0.20,-2.00,5000.00,,11th February 2025
44572,INF966L01DM9,Dividend - Reinvest,Quant Consumption Fund - Regular (IDCW),Regular,QUCNDP-DR,9.7802,-0.20,-2.00,5000.00,,11th February 2025
44573,INF966L01DN7,Growth,Quant Consumption Fund - Direct (G),Direct,QUCNDG-GR,9.9434,-0.21,-2.04,5000.00,,11th February 2025
44574,INF966L01DO5,Dividend - Payout,Quant Consumption Fund - Direct (IDCW),Direct,QUCND1-DP,9.9484,-0.20,-1.99,5000.00,,11th February 2025
44574,INF966L01DP2,Dividend - Reinvest,Quant Consumption Fund - Direct (IDCW),Direct,QUCND1-DR,9.9484,-0.20,-1.99,5000.00,,11th February 2025
44575,INF247L01CB9,Growth,Motilal Oswal Large Cap Fund - Regular (G),Regular,MOLCGP-GR,12.5827,-0.17,-1.31,500.00,,11th February 2025
44576,INF247L01CC7,Dividend - Payout,Motilal Oswal Large Cap Fund - Regular (IDCW),Regular,MOLCDP-DP,12.5827,-0.17,-1.31,500.00,,11th February 2025
44576,INF247L01CD5,Dividend - Reinvest,Motilal Oswal Large Cap Fund - Regular (IDCW),Regular,MOLCDP-DR,12.5827,-0.17,-1.31,500.00,,11th February 2025
44577,INF247L01CE3,Growth,Motilal Oswal Large Cap Fund - Direct (G),Direct,MOLCGD-GR,12.759,-0.17,-1.32,500.00,,11th February 2025
44578,INF247L01CF0,Dividend - Payout,Motilal Oswal Large Cap Fund - Direct (IDCW),Direct,MOLCPD-DP,12.7587,-0.17,-1.32,500.00,,11th February 2025
44578,INF247L01CG8,Dividend - Reinvest,Motilal Oswal Large Cap Fund - Direct (IDCW),Direct,MOLCPD-DR,12.7587,-0.17,-1.32,500.00,,11th February 2025
44579,INF03VN01878,Growth,WhiteOak Capital Pharma and Healthcare Fund-Reg (G,Regular,YE110G-GR,12.588,-0.39,-3.02,500.00,,11th February 2025
44580,INF03VN01886,Growth,WhiteOak Capital Pharma and Healthcare Fund-Dir (G,Direct,YED110G-GR,12.815,-0.41,-3.06,500.00,,11th February 2025
44581,INF179KC1HW4,Growth,HDFC NIFTY PSU BANK ETF,Regular,HDHPBE-GR,60.2839,-1.33,-2.15,500.00,,11th February 2025
44581,INF179KC1HW4,Growth,HDFC NIFTY PSU BANK ETF,Regular,HDHPBED-GR,60.2839,-1.33,-2.15,500.00,,11th February 2025
44584,INF109KC19T7,Growth,ICICI Pru Nifty50 Value 20 Index Fund - Reg (G),Regular,IC3543-GR,10.6794,-0.13,-1.21,100.00,,11th February 2025
44585,INF109KC10U4,Dividend - Payout,ICICI Pru Nifty50 Value 20 Index Fund - Reg (IDCW),Regular,IC3544P-DP,10.6792,-0.13,-1.21,100.00,,11th February 2025
44585,INF109KC11U2,Dividend - Reinvest,ICICI Pru Nifty50 Value 20 Index Fund - Reg (IDCW),Regular,IC3544-DR,10.6792,-0.13,-1.21,100.00,,11th February 2025
44586,INF109KC16T3,Growth,ICICI Pru Nifty50 Value 20 Index Fund - Dir (G),Direct,IC9745-GR,10.7338,-0.14,-1.25,100.00,,11th February 2025
44587,INF109KC17T1,Dividend - Payout,ICICI Pru Nifty50 Value 20 Index Fund - Dir (IDCW),Direct,IC9746P-DP,10.7338,-0.14,-1.25,100.00,,11th February 2025
44587,INF109KC18T9,Dividend - Reinvest,ICICI Pru Nifty50 Value 20 Index Fund - Dir (IDCW),Direct,IC9746-DR,10.7338,-0.14,-1.25,100.00,,11th February 2025
44588,INF200KA18Z7,Growth,SBI Nifty50 Equal Weight Index Fund - Reg (G),Regular,SB684G-GR,10.5905,-0.18,-1.67,5000.00,,11th February 2025
44589,INF200KA19Z5,Dividend - Payout,SBI Nifty50 Equal Weight Index Fund - Reg (IDCW),Regular,SB684DP-DP,10.5904,-0.18,-1.67,5000.00,,11th February 2025
44589,INF200KB1019,Dividend - Reinvest,SBI Nifty50 Equal Weight Index Fund - Reg (IDCW),Regular,SB684D-DR,10.5904,-0.18,-1.67,5000.00,,11th February 2025
44590,INF200KB1027,Growth,SBI Nifty50 Equal Weight Index Fund - Dir (G),Direct,SBD684G-GR,10.6452,-0.17,-1.62,5000.00,,11th February 2025
44591,INF200KB1035,Dividend - Payout,SBI Nifty50 Equal Weight Index Fund - Dir (IDCW),Direct,SBD684P-DP,10.6446,-0.18,-1.62,5000.00,,11th February 2025
44591,INF200KB1043,Dividend - Reinvest,SBI Nifty50 Equal Weight Index Fund - Dir (IDCW),Direct,SBD684D-DR,10.6446,-0.18,-1.62,5000.00,,11th February 2025
44592,INF789F1AZD8,Growth,UTI-Nifty IT ETF,Regular,UTIXGP-GR,428.1747,-6.41,-1.47,5000.00,,11th February 2025
44592,INF789F1AZD8,Growth,UTI-Nifty IT ETF,Regular,UTIXGPD-GR,428.1747,-6.41,-1.47,5000.00,,11th February 2025
44597,INF789F1AZE6,Growth,UTI-Nifty 5 yr Benchmark G-Sec ETF,Regular,UTHXGP-GR,59.8333,0.01,0.02,5000.00,,11th February 2025
44597,INF789F1AZE6,Growth,UTI-Nifty 5 yr Benchmark G-Sec ETF,Regular,UTHXGPD-GR,59.8333,0.01,0.02,5000.00,,11th February 2025
